Date,Food_Category,Food_Prepared,Food_Consumed,Leftover,Expected_Customers,Holiday,Special_Event,Weather
2024-06-05,Biryani,558,508,50,503,No,No,Cloudy
2024-06-05,Breakfast,480,445,35,443,No,Yes,Rainy
2024-06-06,Snacks,238,230,8,240,No,No,Cold
2024-06-06,Dinner,478,445,33,438,No,No,Sunny
2024-06-06,Desserts,234,210,24,208,No,No,Cloudy
2024-06-07,Meals,423,392,31,421,No,No,Sunny
2024-06-07,Biryani,691,624,67,613,No,No,Sunny
2024-06-07,Breakfast,485,447,38,458,Yes,No,Windy
2024-06-08,Snacks,395,362,33,387,No,Yes,Cold
2024-06-08,Dinner,426,412,14,437,No,No,Windy
2024-06-08,Desserts,372,335,37,350,No,Yes,Sunny
2024-06-09,Meals,447,410,37,424,No,No,Sunny
2024-06-09,Biryani,745,703,42,700,No,Yes,Sunny
2024-06-09,Breakfast,458,423,35,435,No,Yes,Sunny
2024-06-10,Snacks,355,344,11,356,No,No,Rainy
2024-06-10,Dinner,379,364,15,388,No,No,Windy
2024-06-10,Desserts,231,214,17,227,No,No,Cloudy
2024-06-11,Meals,524,495,29,518,No,Yes,Rainy
2024-06-11,Biryani,484,465,19,495,No,No,Rainy
2024-06-11,Breakfast,334,317,17,331,No,No,Sunny
2024-06-12,Snacks,407,373,34,398,No,Yes,Rainy
2024-06-12,Dinner,347,336,11,355,No,No,Sunny
2024-06-12,Desserts,232,212,20,223,No,No,Sunny
2024-06-13,Meals,412,386,26,402,No,No,Rainy
2024-06-13,Biryani,383,367,16,380,No,No,Windy
2024-06-13,Breakfast,345,325,20,330,No,No,Rainy
2024-06-14,Snacks,308,281,27,276,No,No,Sunny
2024-06-14,Dinner,546,509,37,500,No,No,Sunny
2024-06-14,Desserts,286,269,17,266,No,No,Windy
2024-06-15,Meals,397,370,27,371,No,No,Sunny
2024-06-15,Biryani,611,559,52,572,No,No,Sunny
2024-06-15,Breakfast,345,329,16,345,No,No,Sunny
2024-06-16,Snacks,338,325,13,344,No,No,Sunny
2024-06-16,Dinner,633,579,54,583,No,Yes,Windy
2024-06-16,Desserts,367,340,27,358,No,Yes,Cloudy
2024-06-17,Meals,444,419,25,412,No,No,Sunny
2024-06-17,Biryani,447,425,22,432,No,No,Sunny
2024-06-17,Breakfast,340,322,18,322,No,No,Cloudy
2024-06-18,Snacks,264,243,21,261,No,No,Rainy
2024-06-18,Dinner,546,515,31,546,No,Yes,Sunny
2024-06-18,Desserts,203,186,17,186,No,No,Sunny
2024-06-19,Meals,375,344,31,367,No,No,Sunny
2024-06-19,Biryani,542,497,45,493,No,No,Sunny
2024-06-19,Breakfast,368,341,27,336,No,No,Sunny
2024-06-20,Snacks,309,300,9,313,No,No,Sunny
2024-06-20,Dinner,425,413,12,422,No,No,Sunny
2024-06-20,Desserts,228,207,21,204,No,No,Sunny
2024-06-21,Meals,470,433,37,439,No,No,Sunny
2024-06-21,Biryani,892,812,80,824,No,Yes,Rainy
2024-06-21,Breakfast,324,298,26,322,No,No,Rainy
2024-06-22,Snacks,339,323,16,321,No,No,Cloudy
2024-06-22,Dinner,507,471,36,478,No,No,Cloudy
2024-06-22,Desserts,252,232,20,242,No,No,Sunny
2024-06-23,Meals,578,533,45,548,Yes,No,Sunny
2024-06-23,Biryani,571,519,52,517,No,No,Cloudy
2024-06-23,Breakfast,474,459,15,461,No,Yes,Sunny
2024-06-24,Snacks,345,319,26,334,No,No,Sunny
2024-06-24,Dinner,402,379,23,378,No,No,Sunny
2024-06-24,Desserts,233,208,25,225,No,No,Cold
2024-06-25,Meals,413,398,15,396,No,No,Sunny
2024-06-25,Biryani,574,536,38,531,No,No,Rainy
2024-06-25,Breakfast,283,266,17,284,No,No,Cloudy
2024-06-26,Snacks,366,338,28,361,Yes,No,Cloudy
2024-06-26,Dinner,360,328,32,342,No,No,Sunny
2024-06-26,Desserts,282,266,16,278,No,Yes,Sunny
2024-06-27,Meals,385,357,28,378,No,No,Sunny
2024-06-27,Biryani,403,384,19,393,No,No,Sunny
2024-06-27,Breakfast,324,300,24,315,No,No,Sunny
2024-06-28,Snacks,266,255,11,267,No,No,Windy
2024-06-28,Dinner,474,439,35,471,No,No,Sunny
2024-06-28,Desserts,313,295,18,300,No,No,Sunny
2024-06-29,Meals,498,483,15,491,No,No,Sunny
2024-06-29,Biryani,624,594,30,614,No,No,Rainy
2024-06-29,Breakfast,343,334,9,341,No,No,Cloudy
2024-06-30,Snacks,371,358,13,385,No,Yes,Cloudy
2024-06-30,Dinner,595,567,28,573,No,Yes,Sunny
2024-06-30,Desserts,397,375,22,394,Yes,Yes,Cold
2024-07-01,Meals,385,362,23,390,No,No,Cloudy
2024-07-01,Biryani,611,551,60,585,No,Yes,Sunny
2024-07-01,Breakfast,329,306,23,323,No,No,Sunny
2024-07-02,Snacks,294,285,9,287,No,No,Sunny
2024-07-02,Dinner,380,349,31,356,No,No,Sunny
2024-07-02,Desserts,254,226,28,236,No,No,Sunny
2024-07-03,Meals,429,414,15,415,No,No,Windy
2024-07-03,Biryani,522,489,33,523,No,Yes,Cold
2024-07-03,Breakfast,321,315,6,330,No,No,Cloudy
2024-07-04,Snacks,297,272,25,292,No,No,Cold
2024-07-04,Dinner,401,373,28,377,No,No,Sunny
2024-07-04,Desserts,245,222,23,219,No,No,Rainy
2024-07-05,Meals,479,455,24,482,No,No,Cloudy
2024-07-05,Biryani,633,571,62,586,No,No,Cloudy
2024-07-05,Breakfast,484,473,11,470,Yes,No,Sunny
2024-07-06,Snacks,262,244,18,260,No,No,Sunny
2024-07-06,Dinner,397,383,14,398,No,No,Cloudy
2024-07-06,Desserts,369,349,20,358,No,Yes,Sunny
2024-07-07,Meals,449,410,39,416,No,No,Sunny
2024-07-07,Biryani,732,679,53,704,No,Yes,Sunny
2024-07-07,Breakfast,375,360,15,383,No,No,Cloudy
2024-07-08,Snacks,328,304,24,313,No,No,Sunny
2024-07-08,Dinner,473,441,32,474,Yes,No,Sunny
2024-07-08,Desserts,201,181,20,188,No,No,Sunny
2024-07-09,Meals,635,586,49,599,No,Yes,Sunny
2024-07-09,Biryani,390,363,27,389,No,No,Cold
2024-07-09,Breakfast,453,418,35,431,No,Yes,Cold
2024-07-10,Snacks,246,233,13,250,No,No,Cloudy
2024-07-10,Dinner,302,279,23,276,No,No,Rainy
2024-07-10,Desserts,252,236,16,245,No,No,Cold
2024-07-11,Meals,415,385,30,383,No,No,Cloudy
2024-07-11,Biryani,536,506,30,516,No,No,Sunny
2024-07-11,Breakfast,275,258,17,266,No,No,Cold
2024-07-12,Snacks,356,333,23,344,No,Yes,Sunny
2024-07-12,Dinner,522,481,41,479,No,No,Cloudy
2024-07-12,Desserts,350,326,24,331,No,Yes,Sunny
2024-07-13,Meals,480,444,36,468,No,No,Sunny
2024-07-13,Biryani,846,769,77,774,Yes,Yes,Windy
2024-07-13,Breakfast,502,463,39,470,No,Yes,Cloudy
2024-07-14,Snacks,284,276,8,284,No,No,Sunny
2024-07-14,Dinner,532,495,37,500,No,No,Windy
2024-07-14,Desserts,250,232,18,229,No,No,Cloudy
2024-07-15,Meals,425,401,24,419,No,No,Sunny
2024-07-15,Biryani,567,534,33,565,No,No,Rainy
2024-07-15,Breakfast,340,320,20,316,No,No,Sunny
2024-07-16,Snacks,341,315,26,330,No,No,Rainy
2024-07-16,Dinner,427,400,27,417,No,No,Sunny
2024-07-16,Desserts,236,218,18,229,No,No,Sunny
2024-07-17,Meals,453,440,13,433,No,No,Rainy
2024-07-17,Biryani,475,439,36,448,No,No,Windy
2024-07-17,Breakfast,376,356,20,372,No,No,Sunny
2024-07-18,Snacks,251,232,19,243,No,No,Cloudy
2024-07-18,Dinner,556,534,22,527,No,Yes,Windy
2024-07-18,Desserts,247,224,23,242,No,No,Sunny
2024-07-19,Meals,515,469,46,474,No,No,Sunny
2024-07-19,Biryani,585,557,28,560,No,No,Cold
2024-07-19,Breakfast,406,383,23,393,No,No,Sunny
2024-07-20,Snacks,364,353,11,367,No,No,Rainy
2024-07-20,Dinner,444,429,15,434,No,No,Rainy
2024-07-20,Desserts,321,302,19,318,No,Yes,Cloudy
2024-07-21,Meals,391,370,21,397,No,No,Cloudy
2024-07-21,Biryani,608,551,57,558,No,No,Sunny
2024-07-21,Breakfast,289,284,5,305,No,No,Cold
2024-07-22,Snacks,259,240,19,253,No,No,Cold
2024-07-22,Dinner,346,331,15,354,No,No,Sunny
2024-07-22,Desserts,222,199,23,200,No,No,Sunny
2024-07-23,Meals,389,376,13,397,No,No,Cold
2024-07-23,Biryani,530,506,24,531,No,No,Rainy
2024-07-23,Breakfast,434,409,25,424,No,Yes,Rainy
2024-07-24,Snacks,307,292,15,306,No,No,Rainy
2024-07-24,Dinner,547,503,44,523,No,Yes,Sunny
2024-07-24,Desserts,263,243,20,252,No,No,Windy
2024-07-25,Meals,362,349,13,347,No,No,Sunny
2024-07-25,Biryani,383,367,16,396,No,No,Windy
2024-07-25,Breakfast,409,378,31,387,Yes,No,Sunny
2024-07-26,Snacks,290,268,22,278,No,No,Cold
2024-07-26,Dinner,473,444,29,460,No,No,Cloudy
2024-07-26,Desserts,281,252,29,251,No,No,Cloudy
2024-07-27,Meals,514,469,45,476,No,No,Sunny
2024-07-27,Biryani,653,626,27,647,No,No,Sunny
2024-07-27,Breakfast,491,467,24,483,No,Yes,Sunny
2024-07-28,Snacks,390,359,31,370,Yes,No,Cloudy
2024-07-28,Dinner,475,437,38,444,No,No,Sunny
2024-07-28,Desserts,251,224,27,235,No,No,Rainy
2024-07-29,Meals,336,325,11,348,No,No,Rainy
2024-07-29,Biryani,467,429,38,449,No,No,Sunny
2024-07-29,Breakfast,313,303,10,314,No,No,Cloudy
2024-07-30,Snacks,242,227,15,246,No,No,Sunny
2024-07-30,Dinner,363,349,14,369,No,No,Sunny
2024-07-30,Desserts,203,183,20,199,No,No,Rainy
2024-07-31,Meals,308,296,12,295,No,No,Sunny
2024-07-31,Biryani,521,495,26,494,No,No,Cloudy
2024-07-31,Breakfast,307,297,10,304,No,No,Cloudy
2024-08-01,Snacks,433,407,26,405,No,Yes,Sunny
2024-08-01,Dinner,331,306,25,332,No,No,Sunny
2024-08-01,Desserts,290,264,26,283,No,Yes,Rainy
2024-08-02,Meals,409,396,13,414,No,No,Cloudy
2024-08-02,Biryani,536,503,33,504,No,No,Cloudy
2024-08-02,Breakfast,341,324,17,348,No,No,Cloudy
2024-08-03,Snacks,295,283,12,295,No,No,Windy
2024-08-03,Dinner,534,508,26,514,No,No,Sunny
2024-08-03,Desserts,294,270,24,269,No,No,Sunny
2024-08-04,Meals,394,374,20,387,No,No,Cloudy
2024-08-04,Biryani,636,583,53,589,No,No,Sunny
2024-08-04,Breakfast,341,326,15,347,No,No,Sunny
2024-08-05,Snacks,270,260,10,263,No,No,Cloudy
2024-08-05,Dinner,558,540,18,561,No,Yes,Sunny
2024-08-05,Desserts,360,319,41,333,No,Yes,Sunny
2024-08-06,Meals,354,330,24,330,No,No,Cloudy
2024-08-06,Biryani,410,387,23,387,No,No,Cloudy
2024-08-06,Breakfast,368,355,13,385,Yes,No,Rainy
2024-08-07,Snacks,380,361,19,362,Yes,No,Cold
2024-08-07,Dinner,339,323,16,348,No,No,Rainy
2024-08-07,Desserts,232,215,17,212,No,No,Sunny
2024-08-08,Meals,373,360,13,375,No,No,Windy
2024-08-08,Biryani,594,537,57,537,Yes,No,Cold
2024-08-08,Breakfast,284,265,19,272,No,No,Rainy
2024-08-09,Snacks,284,266,18,276,No,No,Rainy
2024-08-09,Dinner,648,620,28,628,Yes,Yes,Sunny
2024-08-09,Desserts,207,186,21,203,No,No,Rainy
2024-08-10,Meals,630,593,37,586,No,Yes,Cloudy
2024-08-10,Biryani,556,504,52,510,No,No,Cold
2024-08-10,Breakfast,357,336,21,356,No,No,Windy
2024-08-11,Snacks,451,419,32,425,No,Yes,Windy
2024-08-11,Dinner,441,402,39,415,No,No,Sunny
2024-08-11,Desserts,283,263,20,260,No,No,Cold
2024-08-12,Meals,427,401,26,412,No,No,Sunny
2024-08-12,Biryani,444,408,36,401,No,No,Sunny
2024-08-12,Breakfast,331,312,19,328,No,No,Sunny
2024-08-13,Snacks,329,307,22,318,No,No,Sunny
2024-08-13,Dinner,389,371,18,369,No,No,Sunny
2024-08-13,Desserts,184,173,11,184,No,No,Rainy
2024-08-14,Meals,406,391,15,385,No,No,Sunny
2024-08-14,Biryani,598,544,54,534,No,No,Rainy
2024-08-14,Breakfast,316,302,14,310,No,No,Cloudy
2024-08-15,Snacks,512,477,35,493,Yes,Yes,Cloudy
2024-08-15,Dinner,400,388,12,411,Yes,No,Sunny
2024-08-15,Desserts,260,237,23,253,Yes,No,Cold
2024-08-16,Meals,426,394,32,407,No,No,Cloudy
2024-08-16,Biryani,620,591,29,602,No,No,Sunny
2024-08-16,Breakfast,338,330,8,329,No,No,Sunny
2024-08-17,Snacks,283,264,19,279,No,No,Sunny
2024-08-17,Dinner,385,370,15,385,No,No,Sunny
2024-08-17,Desserts,307,289,18,292,Yes,No,Cold
2024-08-18,Meals,595,563,32,611,No,Yes,Sunny
2024-08-18,Biryani,676,623,53,667,No,Yes,Sunny
2024-08-18,Breakfast,465,455,10,454,No,Yes,Sunny
2024-08-19,Snacks,284,259,25,268,No,No,Sunny
2024-08-19,Dinner,435,406,29,433,No,No,Sunny
2024-08-19,Desserts,209,190,19,196,No,No,Rainy
2024-08-20,Meals,380,363,17,380,No,No,Rainy
2024-08-20,Biryani,599,563,36,561,No,Yes,Cloudy
2024-08-20,Breakfast,442,421,21,458,No,Yes,Windy
2024-08-21,Snacks,271,256,15,268,No,No,Sunny
2024-08-21,Dinner,378,361,17,377,No,No,Sunny
2024-08-21,Desserts,225,202,23,200,No,No,Cloudy
2024-08-22,Meals,432,415,17,413,No,No,Cloudy
2024-08-22,Biryani,485,448,37,474,No,No,Rainy
2024-08-22,Breakfast,400,386,14,416,No,Yes,Sunny
2024-08-23,Snacks,301,283,18,303,No,No,Sunny
2024-08-23,Dinner,527,501,26,502,No,No,Cloudy
2024-08-23,Desserts,284,267,17,268,No,No,Sunny
2024-08-24,Meals,467,446,21,448,No,No,Cloudy
2024-08-24,Biryani,557,510,47,528,No,No,Sunny
2024-08-24,Breakfast,344,337,7,343,No,No,Cloudy
2024-08-25,Snacks,383,351,32,374,No,No,Rainy
2024-08-25,Dinner,546,526,20,556,No,Yes,Rainy
2024-08-25,Desserts,388,355,33,356,No,Yes,Sunny
2024-08-26,Meals,438,400,38,408,No,No,Sunny
2024-08-26,Biryani,498,458,40,466,No,No,Sunny
2024-08-26,Breakfast,388,361,27,363,No,No,Sunny
2024-08-27,Snacks,270,260,10,273,No,No,Cloudy
2024-08-27,Dinner,356,342,14,365,No,No,Sunny
2024-08-27,Desserts,279,249,30,249,No,No,Sunny
2024-08-28,Meals,523,508,15,532,No,Yes,Sunny
2024-08-28,Biryani,489,445,44,483,No,No,Sunny
2024-08-28,Breakfast,306,290,16,303,No,No,Cloudy
2024-08-29,Snacks,296,276,20,290,No,No,Rainy
2024-08-29,Dinner,408,391,17,389,No,No,Sunny
2024-08-29,Desserts,298,270,28,270,No,Yes,Rainy
2024-08-30,Meals,413,378,35,408,No,No,Sunny
2024-08-30,Biryani,603,551,52,594,No,No,Windy
2024-08-30,Breakfast,431,400,31,404,Yes,No,Cold
2024-08-31,Snacks,437,399,38,420,No,Yes,Sunny
2024-08-31,Dinner,584,558,26,574,No,Yes,Cloudy
2024-08-31,Desserts,271,246,25,265,No,No,Sunny
2024-09-01,Meals,456,433,23,451,No,No,Windy
2024-09-01,Biryani,604,545,59,573,No,No,Sunny
2024-09-01,Breakfast,348,337,11,346,No,No,Sunny
2024-09-02,Snacks,256,242,14,239,No,No,Sunny
2024-09-02,Dinner,409,390,19,383,No,No,Cold
2024-09-02,Desserts,211,189,22,206,No,No,Windy
2024-09-03,Meals,282,274,8,293,No,No,Rainy
2024-09-03,Biryani,426,404,22,414,No,No,Sunny
2024-09-03,Breakfast,497,463,34,467,No,Yes,Sunny
2024-09-04,Snacks,272,249,23,255,No,No,Cloudy
2024-09-04,Dinner,367,339,28,367,No,No,Cloudy
2024-09-04,Desserts,243,217,26,216,No,No,Sunny
2024-09-05,Meals,431,410,21,428,No,No,Rainy
2024-09-05,Biryani,594,563,31,581,Yes,No,Sunny
2024-09-05,Breakfast,377,365,12,377,Yes,No,Sunny
2024-09-06,Snacks,317,297,20,321,No,No,Sunny
2024-09-06,Dinner,492,474,18,509,Yes,No,Sunny
2024-09-06,Desserts,276,251,25,268,No,No,Cloudy
2024-09-07,Meals,543,505,38,544,No,Yes,Cloudy
2024-09-07,Biryani,693,653,40,708,No,No,Rainy
2024-09-07,Breakfast,368,356,12,356,No,No,Sunny
2024-09-08,Snacks,319,291,28,315,No,No,Sunny
2024-09-08,Dinner,454,441,13,457,No,No,Sunny
2024-09-08,Desserts,328,300,28,318,No,Yes,Rainy
2024-09-09,Meals,452,438,14,445,No,No,Cloudy
2024-09-09,Biryani,466,447,19,456,No,No,Cloudy
2024-09-09,Breakfast,452,419,33,425,No,Yes,Sunny
2024-09-10,Snacks,455,431,24,458,Yes,No,Rainy
2024-09-10,Dinner,539,507,32,541,No,Yes,Sunny
2024-09-10,Desserts,207,189,18,201,No,No,Sunny
2024-09-11,Meals,391,374,17,381,No,No,Sunny
2024-09-11,Biryani,523,475,48,484,No,No,Cloudy
2024-09-11,Breakfast,303,280,23,300,No,No,Sunny
2024-09-12,Snacks,401,374,27,369,No,Yes,Sunny
2024-09-12,Dinner,460,437,23,433,No,No,Sunny
2024-09-12,Desserts,285,256,29,263,No,No,Sunny
2024-09-13,Meals,471,429,42,421,No,No,Cloudy
2024-09-13,Biryani,558,518,40,545,No,No,Windy
2024-09-13,Breakfast,531,491,40,493,No,Yes,Sunny
2024-09-14,Snacks,286,262,24,260,No,No,Cold
2024-09-14,Dinner,607,568,39,600,No,Yes,Sunny
2024-09-14,Desserts,259,237,22,240,No,No,Sunny
2024-09-15,Meals,451,433,18,464,No,No,Sunny
2024-09-15,Biryani,828,759,69,790,Yes,Yes,Sunny
2024-09-15,Breakfast,519,498,21,514,No,Yes,Windy
2024-09-16,Snacks,273,253,20,274,No,No,Sunny
2024-09-16,Dinner,367,337,30,347,No,No,Rainy
2024-09-16,Desserts,186,175,11,175,No,No,Rainy
2024-09-17,Meals,411,383,28,395,No,No,Sunny
2024-09-17,Biryani,540,492,48,518,Yes,No,Sunny
2024-09-17,Breakfast,323,300,23,322,No,No,Rainy
2024-09-18,Snacks,318,291,27,292,No,No,Sunny
2024-09-18,Dinner,379,351,28,359,No,No,Sunny
2024-09-18,Desserts,247,220,27,223,No,No,Sunny
2024-09-19,Meals,436,409,27,428,No,No,Sunny
2024-09-19,Biryani,594,557,37,549,No,No,Rainy
2024-09-19,Breakfast,288,267,21,286,No,No,Windy
2024-09-20,Snacks,298,275,23,290,No,No,Sunny
2024-09-20,Dinner,492,470,22,479,No,No,Sunny
2024-09-20,Desserts,268,239,29,260,No,No,Rainy
2024-09-21,Meals,485,454,31,481,No,No,Sunny
2024-09-21,Biryani,586,540,46,578,No,No,Sunny
2024-09-21,Breakfast,411,392,19,424,Yes,No,Cloudy
2024-09-22,Snacks,394,364,30,372,No,No,Cloudy
2024-09-22,Dinner,531,503,28,526,No,No,Cold
2024-09-22,Desserts,350,316,34,339,Yes,No,Sunny
2024-09-23,Meals,352,326,26,351,No,No,Rainy
2024-09-23,Biryani,500,453,47,459,No,No,Rainy
2024-09-23,Breakfast,299,287,12,282,No,No,Rainy
2024-09-24,Snacks,371,349,22,355,No,No,Rainy
2024-09-24,Dinner,376,351,25,381,No,No,Cloudy
2024-09-24,Desserts,242,223,19,219,No,No,Cloudy
2024-09-25,Meals,401,370,31,391,No,No,Rainy
2024-09-25,Biryani,452,416,36,452,No,No,Sunny
2024-09-25,Breakfast,306,294,12,309,No,No,Rainy
2024-09-26,Snacks,295,278,17,283,No,No,Cloudy
2024-09-26,Dinner,330,305,25,318,No,No,Rainy
2024-09-26,Desserts,260,237,23,250,No,No,Cloudy
2024-09-27,Meals,494,471,23,464,No,No,Cloudy
2024-09-27,Biryani,775,718,57,715,Yes,No,Rainy
2024-09-27,Breakfast,341,334,7,352,No,No,Windy
2024-09-28,Snacks,425,407,18,401,No,Yes,Rainy
2024-09-28,Dinner,606,588,18,610,No,Yes,Cloudy
2024-09-28,Desserts,326,298,28,301,No,Yes,Windy
2024-09-29,Meals,491,455,36,488,No,No,Cloudy
2024-09-29,Biryani,575,529,46,523,No,No,Sunny
2024-09-29,Breakfast,479,460,19,467,No,Yes,Rainy
2024-09-30,Snacks,287,276,11,290,No,No,Windy
2024-09-30,Dinner,384,373,11,394,No,No,Sunny
2024-09-30,Desserts,233,216,17,227,No,No,Sunny
2024-10-01,Meals,413,392,21,400,No,No,Sunny
2024-10-01,Biryani,551,527,24,534,No,No,Rainy
2024-10-01,Breakfast,409,383,26,382,Yes,No,Sunny
2024-10-02,Snacks,273,254,19,257,No,No,Cloudy
2024-10-02,Dinner,395,361,34,361,No,No,Cloudy
2024-10-02,Desserts,240,220,20,222,No,No,Cloudy
2024-10-03,Meals,353,328,25,342,No,No,Windy
2024-10-03,Biryani,384,369,15,383,No,No,Windy
2024-10-03,Breakfast,315,307,8,314,No,No,Rainy
2024-10-04,Snacks,361,336,25,353,No,No,Cloudy
2024-10-04,Dinner,450,410,40,421,No,No,Sunny
2024-10-04,Desserts,307,276,31,282,No,No,Cloudy
2024-10-05,Meals,467,437,30,432,No,No,Sunny
2024-10-05,Biryani,633,602,31,601,No,No,Rainy
2024-10-05,Breakfast,484,459,25,480,No,Yes,Sunny
2024-10-06,Snacks,394,361,33,358,No,Yes,Cloudy
2024-10-06,Dinner,637,596,41,622,No,Yes,Sunny
2024-10-06,Desserts,295,273,22,270,No,No,Rainy
2024-10-07,Meals,435,396,39,431,No,No,Cold
2024-10-07,Biryani,479,445,34,466,No,No,Sunny
2024-10-07,Breakfast,393,380,13,378,Yes,No,Cloudy
2024-10-08,Snacks,329,312,17,326,No,No,Sunny
2024-10-08,Dinner,398,366,32,362,No,No,Rainy
2024-10-08,Desserts,236,222,14,238,No,No,Cloudy
2024-10-09,Meals,379,353,26,381,Yes,No,Rainy
2024-10-09,Biryani,526,492,34,502,No,No,Cloudy
2024-10-09,Breakfast,270,255,15,272,No,No,Rainy
2024-10-10,Snacks,295,279,16,288,No,No,Sunny
2024-10-10,Dinner,363,342,21,368,No,No,Cold
2024-10-10,Desserts,237,210,27,207,No,No,Cloudy
2024-10-11,Meals,471,436,35,451,No,No,Sunny
2024-10-11,Biryani,807,760,47,761,No,Yes,Rainy
2024-10-11,Breakfast,426,398,28,412,Yes,No,Cloudy
2024-10-12,Snacks,316,289,27,314,No,No,Sunny
2024-10-12,Dinner,448,408,40,442,No,No,Sunny
2024-10-12,Desserts,293,262,31,270,No,No,Sunny
2024-10-13,Meals,457,427,30,456,No,No,Windy
2024-10-13,Biryani,584,544,40,550,No,No,Sunny
2024-10-13,Breakfast,381,362,19,387,No,No,Sunny
2024-10-14,Snacks,346,322,24,335,No,No,Sunny
2024-10-14,Dinner,332,319,13,343,No,No,Sunny
2024-10-14,Desserts,210,192,18,193,No,No,Cloudy
2024-10-15,Meals,413,378,35,411,No,No,Rainy
2024-10-15,Biryani,514,493,21,499,No,No,Cold
2024-10-15,Breakfast,265,254,11,253,No,No,Cold
2024-10-16,Snacks,420,388,32,405,No,Yes,Cloudy
2024-10-16,Dinner,371,356,15,360,No,No,Rainy
2024-10-16,Desserts,232,218,14,237,No,No,Cloudy
2024-10-17,Meals,377,364,13,395,No,No,Sunny
2024-10-17,Biryani,526,485,41,478,No,No,Cloudy
2024-10-17,Breakfast,488,461,27,457,No,Yes,Windy
2024-10-18,Snacks,340,320,20,339,No,No,Cloudy
2024-10-18,Dinner,499,461,38,457,No,No,Windy
2024-10-18,Desserts,312,288,24,289,No,No,Sunny
2024-10-19,Meals,653,597,56,616,No,Yes,Cold
2024-10-19,Biryani,627,595,32,597,No,No,Sunny
2024-10-19,Breakfast,378,360,18,381,No,No,Sunny
2024-10-20,Snacks,320,306,14,311,No,No,Cold
2024-10-20,Dinner,492,452,40,470,No,No,Rainy
2024-10-20,Desserts,292,262,30,259,No,No,Sunny
2024-10-21,Meals,417,389,28,406,No,No,Cold
2024-10-21,Biryani,771,738,33,727,No,Yes,Rainy
2024-10-21,Breakfast,293,284,9,297,No,No,Rainy
2024-10-22,Snacks,325,314,11,329,No,No,Rainy
2024-10-22,Dinner,415,390,25,399,No,No,Sunny
2024-10-22,Desserts,337,302,35,311,Yes,No,Sunny
2024-10-23,Meals,438,422,16,457,No,No,Sunny
2024-10-23,Biryani,591,537,54,544,No,No,Rainy
2024-10-23,Breakfast,345,328,17,333,No,No,Windy
2024-10-24,Snacks,369,355,14,381,No,Yes,Cloudy
2024-10-24,Dinner,494,455,39,465,Yes,No,Cloudy
2024-10-24,Desserts,234,210,24,223,No,No,Cloudy
2024-10-25,Meals,507,474,33,466,No,No,Cold
2024-10-25,Biryani,552,511,41,513,No,No,Cloudy
2024-10-25,Breakfast,325,310,15,318,No,No,Sunny
2024-10-26,Snacks,462,431,31,429,No,Yes,Sunny
2024-10-26,Dinner,587,546,41,588,No,Yes,Rainy
2024-10-26,Desserts,284,265,19,268,No,No,Cloudy
2024-10-27,Meals,470,442,28,472,No,No,Cold
2024-10-27,Biryani,525,497,28,541,No,No,Sunny
2024-10-27,Breakfast,470,438,32,466,No,Yes,Sunny
2024-10-28,Snacks,259,241,18,242,No,No,Sunny
2024-10-28,Dinner,387,369,18,375,No,No,Sunny
2024-10-28,Desserts,226,213,13,214,No,No,Cloudy
2024-10-29,Meals,415,380,35,408,No,No,Sunny
2024-10-29,Biryani,407,375,32,399,No,No,Sunny
2024-10-29,Breakfast,371,355,16,353,No,No,Sunny
2024-10-30,Snacks,367,353,14,350,No,No,Rainy
2024-10-30,Dinner,449,409,40,416,No,No,Sunny
2024-10-30,Desserts,240,225,15,244,No,No,Cloudy
2024-10-31,Meals,380,351,29,359,No,No,Sunny
2024-10-31,Biryani,589,536,53,528,No,No,Sunny
2024-10-31,Breakfast,340,328,12,327,No,No,Rainy
2024-11-01,Snacks,311,291,20,306,No,No,Sunny
2024-11-01,Dinner,483,468,15,460,No,No,Sunny
2024-11-01,Desserts,283,259,24,267,No,No,Sunny
2024-11-02,Meals,472,431,41,434,No,No,Sunny
2024-11-02,Biryani,560,528,32,546,No,No,Sunny
2024-11-02,Breakfast,327,312,15,310,No,No,Sunny
2024-11-03,Snacks,378,366,12,364,No,No,Rainy
2024-11-03,Dinner,618,570,48,586,No,Yes,Sunny
2024-11-03,Desserts,414,390,24,393,No,Yes,Windy
2024-11-04,Meals,440,417,23,425,No,No,Windy
2024-11-04,Biryani,497,472,25,477,No,No,Sunny
2024-11-04,Breakfast,277,255,22,261,No,No,Sunny
2024-11-05,Snacks,289,276,13,289,No,No,Sunny
2024-11-05,Dinner,360,347,13,357,No,No,Sunny
2024-11-05,Desserts,230,209,21,221,No,No,Rainy
2024-11-06,Meals,440,415,25,412,No,No,Cloudy
2024-11-06,Biryani,470,449,21,443,No,No,Sunny
2024-11-06,Breakfast,321,309,12,315,No,No,Rainy
2024-11-07,Snacks,256,242,14,254,No,No,Sunny
2024-11-07,Dinner,432,402,30,397,No,No,Sunny
2024-11-07,Desserts,199,181,18,191,No,No,Rainy
2024-11-08,Meals,450,432,18,433,No,No,Sunny
2024-11-08,Biryani,570,547,23,549,No,No,Cold
2024-11-08,Breakfast,399,367,32,387,No,No,Sunny
2024-11-09,Snacks,277,269,8,286,No,No,Sunny
2024-11-09,Dinner,456,433,23,455,No,No,Sunny
